2014-12-11 20:30:14 UTC [63590]: [1-1] LOG:  00000: database system was shut down at 2014-12-11 20:30:12 UTC
	!	0.000640 elapsed 0.000345 user 0.000000 system sec
	!	[0.004368 user 0.000000 sys total]
	!	16/0 [160/0] filesystem blocks in/out
	!	0/24 [0/722] page faults/reclaims, 0 [0] swaps
	!	0 [0] signals rcvd, 0/0 [0/0] messages rcvd/sent
	!	1/0 [7/0] voluntary/involuntary context switches
2014-12-11 20:30:14 UTC [63644]: [5-1] LOCATION:  ShowUsage, postgres.c:4413
2014-12-11 20:30:14 UTC [63644]: [6-1] STATEMENT:  SELECT nextval('dataset');
2014-12-11 20:30:14 UTC [63647]: [1-1] LOG:  00000: statement: SELECT name, setting, source FROM pg_settings ORDER BY lower(name);
2014-12-11 20:30:14 UTC [63647]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:30:15 UTC [63647]: [3-1] LOG:  00000: EXECUTOR STATISTICS
2014-12-11 20:30:15 UTC [63647]: [4-1] DETAIL:  ! system usage stats:
	!	0.002276 elapsed 0.000000 user 0.002275 system sec
	!	[0.000000 user 0.008832 sys total]
	!	0/0 [704/0] filesystem blocks in/out
	!	0/94 [0/910] page faults/reclaims, 0 [0] swaps
	!	0 [0] signals rcvd, 0/0 [0/0] messages rcvd/sent
	!	0/0 [17/0] voluntary/involuntary context switches
2014-12-11 20:30:15 UTC [63647]: [5-1] LOCATION:  ShowUsage, postgres.c:4413
2014-12-11 20:30:15 UTC [63647]: [6-1] STATEMENT:  SELECT name, setting, source FROM pg_settings ORDER BY lower(name);
2014-12-11 20:30:15 UTC [63651]: [1-1] LOG:  00000: statement: SELECT tablename FROM pg_tables WHERE schemaname = 'public'ORDER BY tablename;
2014-12-11 20:30:15 UTC [63651]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:30:15 UTC [63651]: [3-1] LOG:  00000: EXECUTOR STATISTICS
2014-12-11 20:30:15 UTC [63651]: [4-1] DETAIL:  ! system usage stats:
	!	0.000363 elapsed 0.000363 user 0.000000 system sec
	!	[0.009773 user 0.000000 sys total]
	!	0/0 [1424/0] filesystem blocks in/out
	!	0/22 [0/924] page faults/reclaims, 0 [0] swaps
	!	0 [0] signals rcvd, 0/0 [0/0] messages rcvd/sent
	!	0/0 [29/1] voluntary/involuntary context switches
2014-12-11 20:30:15 UTC [63651]: [5-1] LOCATION:  ShowUsage, postgres.c:4413
2014-12-11 20:30:15 UTC [63651]: [6-1] STATEMENT:  SELECT tablename FROM pg_tables WHERE schemaname = 'public'ORDER BY tablename;
2014-12-11 20:30:15 UTC [63655]: [1-1] LOG:  00000: statement: SELECT indexname FROM pg_indexes WHERE schemaname = 'public' ORDER BY indexname;
2014-12-11 20:30:15 UTC [63655]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:30:15 UTC [63655]: [3-1] LOG:  00000: EXECUTOR STATISTICS
2014-12-11 20:30:15 UTC [63655]: [4-1] DETAIL:  ! system usage stats:
	!	0.000574 elapsed 0.000000 user 0.000575 system sec
	!	[0.000000 user 0.008780 sys total]
	!	0/0 [64/0] filesystem blocks in/out
	!	0/25 [0/1007] page faults/reclaims, 0 [0] swaps
	!	0 [0] signals rcvd, 0/0 [0/0] messages rcvd/sent
	!	0/0 [2/1] voluntary/involuntary context switches
2014-12-11 20:30:15 UTC [63655]: [5-1] LOCATION:  ShowUsage, postgres.c:4413
2014-12-11 20:30:15 UTC [63655]: [6-1] STATEMENT:  SELECT indexname FROM pg_indexes WHERE schemaname = 'public' ORDER BY indexname;
2014-12-11 20:30:15 UTC [63662]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);
2014-12-11 20:30:15 UTC [63662]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:30:15 UTC [63665]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);
2014-12-11 20:30:15 UTC [63665]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:30:15 UTC [63663]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);
2014-12-11 20:30:15 UTC [63663]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:30:15 UTC [63664]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);
2014-12-11 20:30:15 UTC [63664]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:30:15 UTC [63666]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);
2014-12-11 20:30:15 UTC [63666]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:30:24 UTC [64174]: [1-1] LOG:  00000: statement: BEGIN;
2014-12-11 20:30:24 UTC [64174]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:30:24 UTC [64174]: [3-1] LOG:  00000: statement: COPY lineitem
	FROM '/data/sekondquad/dbt3/dss/lineitem.tbl.u2'
	USING DELIMITERS '|';
2014-12-11 20:30:24 UTC [64174]: [4-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:11 UTC [64174]: [5-1] LOG:  00000: statement: COPY orders
	FROM '/data/sekondquad/dbt3/dss/orders.tbl.u2'
	USING DELIMITERS '|';
2014-12-11 20:31:11 UTC [64174]: [6-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:13 UTC [64174]: [7-1] LOG:  00000: statement: COMMIT;
2014-12-11 20:31:13 UTC [64174]: [8-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:13 UTC [1933]: [1-1] LOG:  00000: statement: UPDATE time_statistics
	SET e_time = current_timestamp
	WHERE task_name = 'PERF.POWER.RF1';
2014-12-11 20:31:13 UTC [1933]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:13 UTC [1933]: [3-1] LOG:  00000: EXECUTOR STATISTICS
2014-12-11 20:31:13 UTC [1933]: [4-1] DETAIL:  ! system usage stats:
	!	0.000268 elapsed 0.000268 user 0.000000 system sec
	!	[0.006170 user 0.000000 sys total]
	!	0/0 [0/0] filesystem blocks in/out
	!	0/42 [0/812] page faults/reclaims, 0 [0] swaps
	!	0 [0] signals rcvd, 0/0 [0/0] messages rcvd/sent
	!	0/0 [2/0] voluntary/involuntary context switches
2014-12-11 20:31:13 UTC [1933]: [5-1] LOCATION:  ShowUsage, postgres.c:4413
2014-12-11 20:31:13 UTC [1933]: [6-1] STATEMENT:  UPDATE time_statistics
	SET e_time = current_timestamp
	WHERE task_name = 'PERF.POWER.RF1';
2014-12-11 20:31:13 UTC [1942]: [1-1] LOG:  00000: statement: INSERT INTO time_statistics (task_name, s_time)
	VALUES ('PERF.POWER.Q14', CURRENT_TIMESTAMP);
2014-12-11 20:31:13 UTC [1942]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:13 UTC [1942]: [3-1] LOG:  00000: EXECUTOR STATISTICS
2014-12-11 20:31:13 UTC [1942]: [4-1] DETAIL:  ! system usage stats:
	!	0.000200 elapsed 0.000000 user 0.000201 system sec
	!	[0.000000 user 0.004584 sys total]
	!	0/0 [0/0] filesystem blocks in/out
	!	0/33 [0/733] page faults/reclaims, 0 [0] swaps
	!	0 [0] signals rcvd, 0/0 [0/0] messages rcvd/sent
	!	0/0 [2/0] voluntary/involuntary context switches
2014-12-11 20:31:13 UTC [1942]: [5-1] LOCATION:  ShowUsage, postgres.c:4413
2014-12-11 20:31:13 UTC [1942]: [6-1] STATEMENT:  INSERT INTO time_statistics (task_name, s_time)
	VALUES ('PERF.POWER.Q14', CURRENT_TIMESTAMP);
2014-12-11 20:31:14 UTC [1980]: [1-1] LOG:  00000: statement: BEGIN;
2014-12-11 20:31:14 UTC [1980]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:14 UTC [1980]: [3-1] LOG:  00000: statement: select
		100.00 * sum(case
			when p_type like 'PROMO%'
				then l_extendedprice * (1 - l_discount)
			else 0
		end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue
	from
		lineitem,
		part
	where
		l_partkey = p_partkey
		and l_shipdate >= date '1995-11-01'
		and l_shipdate < cast(date '1995-11-01' + interval '1 month' as date);
2014-12-11 20:31:14 UTC [1980]: [4-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:15 UTC [2055]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 20:31:15 UTC [2055]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:15 UTC [2056]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 20:31:15 UTC [2056]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:15 UTC [2057]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 20:31:15 UTC [2057]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:15 UTC [2058]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 20:31:15 UTC [2058]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:31:15 UTC [2059]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 20:31:15 UTC [2059]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:32:15 UTC [5891]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 20:32:15 UTC [5891]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:32:15 UTC [5892]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 20:32:15 UTC [5892]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:32:15 UTC [5894]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 20:32:15 UTC [5894]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:32:15 UTC [5893]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 20:32:15 UTC [5893]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:32:15 UTC [5895]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 20:32:15 UTC [5895]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:33:15 UTC [9435]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 20:33:15 UTC [9435]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:33:15 UTC [9433]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 20:33:15 UTC [9433]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:33:15 UTC [9434]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 20:33:15 UTC [9434]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:33:15 UTC [9436]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 20:33:15 UTC [9436]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:33:15 UTC [9437]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 20:33:15 UTC [9437]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:34:15 UTC [12886]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 20:34:15 UTC [12886]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:34:15 UTC [12885]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 20:34:15 UTC [12885]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:34:15 UTC [12888]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 20:34:15 UTC [12888]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:34:15 UTC [12887]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 20:34:15 UTC [12887]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:34:15 UTC [12889]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 20:34:15 UTC [12889]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:35:15 UTC [16833]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);
2014-12-11 20:35:15 UTC [16833]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:35:15 UTC [16834]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);
2014-12-11 20:35:15 UTC [16834]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:35:15 UTC [16832]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);
2014-12-11 20:35:15 UTC [16832]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:35:15 UTC [16836]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);
2014-12-11 20:35:15 UTC [16836]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:35:15 UTC [16835]: [1-1] LOG:  00000: statement: COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);
2014-12-11 20:35:15 UTC [16835]: [2-1] LOCATION:  exec_simple_query, postgres.c:887
2014-12-11 20:35:43 UTC [1980]: [5-1] LOG:  00000: temporary file: path "base/pgsql_tmp/pgsql_tmp1980.0", size 471609680
2014-12-11 20:35:43 UTC [1980]: [6-1] LOCATION:  FileClose, fd.c:1213
2014-12-11 20:35:43 UTC [1980]: [7-1] STATEMENT:  select
		100.00 * sum(case
			when p_type like 'PROMO%'
				then l_extendedprice * (1 - l_discount)
			else 0
		end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue
	from
		lineitem,
		part
	where
		l_partkey = p_partkey
		and l_shipdate >= date '1995-11-01'
		and l_shipdate < cast(date '1995-11-01' + interval '1 month' as date);
